MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Together,PhD,0,50,65968,0,1,12,376,9,83,19,4,4,491,487,2,5,4,7,3,0,3,11,2207
Married,Graduation,0,44,30772,1,1,89,7,2,4,2,1,4,16,12,1,1,0,2,6,0,3,11,2268
Single,Graduation,0,66,22507,0,0,67,68,0,226,51,157,68,502,434,3,10,2,4,9,0,3,11,2741
Married,Graduation,0,48,65685,0,1,54,642,14,49,0,7,57,712,655,1,9,2,9,5,0,3,11,2251
Married,Post Degree,0,42,25804,1,0,34,8,7,9,13,6,12,43,31,2,2,0,3,8,0,3,11,2460
Single,PhD,1,40,76412,0,0,15,840,53,804,23,71,17,1791,1774,1,5,4,8,3,0,3,11,2579
Married,Graduation,0,48,22063,1,0,43,7,10,13,3,11,11,44,33,2,2,0,3,7,0,3,11,2484
Single,Graduation,1,59,57091,0,0,0,464,5,64,7,0,37,540,503,1,7,3,7,5,0,3,11,2173
Married,Graduation,0,57,22419,0,0,74,30,3,47,19,21,42,120,78,1,3,2,2,8,0,3,11,2596
Together,Graduation,1,61,87771,0,1,61,1492,38,287,50,57,33,1924,1891,1,5,10,4,6,0,3,11,2562
Divorced,Post Degree,0,61,78353,0,1,51,752,122,476,39,153,34,1542,1508,1,10,2,11,8,0,3,11,2598
Married,Graduation,1,66,93404,1,2,97,1279,15,287,20,0,15,1601,1586,3,3,4,7,5,0,3,11,2577
Divorced,Graduation,0,58,37859,1,2,75,22,1,8,2,1,2,34,32,2,1,0,3,8,0,3,11,2692
Widow,PhD,0,62,80995,0,1,83,860,28,409,73,56,56,1426,1370,1,8,9,4,4,0,3,11,2573
Together,Graduation,0,36,16529,1,0,23,3,0,5,13,0,1,21,20,1,1,0,3,6,0,3,11,2279
Divorced,PhD,0,44,55412,1,1,65,10,5,28,11,1,8,55,47,1,2,0,3,5,0,3,11,2378
Single,Graduation,0,28,48789,0,0,94,351,16,156,7,5,145,535,390,1,6,4,7,6,0,3,11,2816
Together,PhD,0,53,56575,0,2,42,421,5,90,0,16,10,532,522,3,7,3,7,5,0,3,11,2579
Together,Post Degree,0,40,25130,1,0,10,2,5,7,0,18,18,32,14,2,2,0,3,7,0,3,11,2429
Married,Graduation,0,53,35441,1,1,94,25,1,9,2,1,1,38,37,2,1,0,3,8,0,3,11,2659
Married,Graduation,0,64,71391,0,1,50,336,123,274,46,123,141,902,761,5,6,5,12,3,0,3,11,2616
Single,Master,0,48,49494,1,0,46,191,9,97,0,6,82,303,221,2,6,1,5,7,0,3,11,2589
Divorced,Graduation,0,40,81702,0,0,98,563,50,774,28,31,187,1446,1259,1,7,7,12,3,0,3,11,2803
Single,Post Degree,0,40,45889,0,1,42,31,0,6,0,1,8,38,30,1,1,0,3,6,0,3,11,2521
Single,Graduation,1,43,56628,0,1,30,479,5,82,7,17,171,590,419,2,7,6,5,5,0,3,11,2259
Together,Graduation,0,70,34026,1,1,11,18,6,15,12,8,17,59,42,3,2,1,3,5,0,3,11,2487
Married,Graduation,0,46,40049,0,1,61,91,65,52,10,44,28,262,234,3,3,2,6,5,0,3,11,2736
Single,Graduation,0,32,34176,1,0,12,5,7,24,19,14,20,69,49,4,3,0,4,6,0,3,11,2207
Married,Graduation,0,39,19419,1,0,76,2,14,28,16,3,7,63,56,4,4,0,3,9,0,3,11,2755
Married,Post Degree,0,60,82504,0,0,2,362,50,431,134,35,54,1012,958,1,3,6,7,1,0,3,11,2496
Together,Graduation,1,50,81205,0,0,43,724,74,929,97,55,130,1879,1749,1,5,6,7,2,0,3,11,2326
Single,Post Degree,0,29,61618,0,0,27,605,91,399,0,45,205,1140,935,2,3,6,8,3,0,3,11,2797
Single,Master,0,64,55284,0,1,60,547,7,140,0,7,63,701,638,3,7,5,8,5,0,3,11,2711
Single,Graduation,0,57,49980,0,1,79,104,1,54,13,9,14,181,167,2,3,1,5,5,0,3,11,2408
Married,Graduation,0,40,15072,2,0,96,8,2,15,0,10,18,35,17,4,3,1,3,5,0,3,11,2574
Single,Graduation,0,46,49166,0,1,17,224,2,25,7,0,110,258,148,2,5,3,3,6,0,3,11,2540
Married,PhD,0,66,65324,0,1,0,384,0,102,21,32,5,539,534,3,6,2,9,4,0,3,11,2328
Married,Post Degree,1,63,82347,0,0,38,556,54,845,202,133,63,1790,1727,1,7,7,10,3,0,3,11,2759
Together,PhD,1,54,30843,1,1,43,24,0,2,0,0,9,26,17,2,1,1,2,5,0,3,11,2193
Married,PhD,1,46,46374,0,1,1,408,0,21,0,0,17,429,412,3,7,1,7,8,0,3,11,2263
Single,Graduation,0,41,60474,0,1,25,265,199,303,234,9,170,1010,840,7,10,2,12,7,0,3,11,2613
Married,Master,0,47,38576,0,1,2,34,0,7,0,0,0,41,41,1,1,0,3,7,0,3,11,2276
Married,Graduation,0,35,55357,2,0,66,374,64,116,84,25,64,663,599,3,6,2,11,5,0,3,11,2654
Together,Graduation,0,54,37758,1,1,49,27,2,10,0,0,1,39,38,2,1,0,3,8,0,3,11,2792
Married,Post Degree,1,31,85710,0,0,5,600,20,350,29,30,33,1029,996,1,6,9,10,2,0,3,11,2579
Together,Graduation,0,51,23228,1,0,71,13,2,18,6,1,0,40,40,2,2,0,3,8,0,3,11,2313
Together,Master,0,51,44602,1,1,35,167,2,89,0,0,34,258,224,6,6,1,4,8,0,3,11,2293
Married,Graduation,0,33,7500,0,0,94,0,2,3,4,1,5,10,5,1,0,0,3,6,0,3,11,2695
Together,Post Degree,0,31,38683,1,0,80,46,35,69,84,41,66,275,209,6,4,1,6,7,0,3,11,2792
Single,Post Degree,0,45,49514,1,0,61,88,39,78,58,13,93,276,183,2,6,1,4,7,0,3,11,2353
Together,PhD,0,47,57906,0,1,29,243,11,119,10,3,15,386,371,3,4,2,8,4,0,3,11,2542
Single,Master,0,54,43456,0,1,0,275,11,68,25,7,7,386,379,3,5,1,8,5,0,3,11,2619
Single,Master,0,34,19485,2,0,80,6,0,4,0,0,0,10,10,1,1,0,2,7,0,3,11,2437
Together,Graduation,0,42,53172,0,1,54,121,62,90,68,20,125,361,236,3,2,3,8,3,0,3,11,2578
Together,Graduation,0,41,30545,1,0,71,4,12,15,19,7,12,57,45,2,2,0,3,7,0,3,11,2779
Together,PhD,1,37,70123,0,0,27,1308,0,396,23,0,0,1727,1727,1,5,7,4,3,0,3,11,2433
Single,Graduation,1,61,62450,0,1,61,515,47,267,62,66,38,957,919,2,5,5,4,3,0,3,11,2333
Together,Graduation,0,44,21675,1,0,55,4,0,16,17,4,4,41,37,3,4,0,3,7,0,3,11,2177
Single,Post Degree,0,39,42395,1,1,35,48,13,57,24,15,25,157,132,4,3,1,4,7,0,3,11,2245
Together,Master,0,42,61346,1,0,34,562,58,168,43,16,142,847,705,1,5,7,10,3,0,3,11,2425
Together,Graduation,1,67,80812,0,0,95,769,22,500,210,143,33,1644,1611,1,4,8,5,2,0,3,11,2444
Divorced,Master,0,49,42835,1,1,64,379,4,93,12,9,98,497,399,7,6,6,4,6,0,3,11,2523
Married,Graduation,0,37,39922,1,0,30,29,12,59,19,1,36,120,84,2,3,0,4,8,0,3,11,2659
Single,Master,0,64,86424,0,0,12,387,68,569,89,45,68,1158,1090,1,6,9,12,1,0,3,11,2244
Together,Post Degree,0,42,17117,1,0,96,12,23,38,30,18,7,121,114,4,3,1,3,9,0,3,11,2687
Single,Graduation,1,48,24762,1,0,16,6,10,12,3,15,40,46,6,3,3,1,2,8,0,3,11,2298
Married,Graduation,0,45,35797,0,1,16,27,1,14,4,1,21,47,26,2,2,0,3,8,0,3,11,2780
Divorced,Graduation,0,45,36627,2,0,78,9,1,5,0,0,1,15,14,1,0,0,3,5,0,3,11,2500
Married,Post Degree,0,39,51111,1,1,83,22,0,19,6,5,3,52,49,2,2,0,3,6,0,3,11,2169
Single,PhD,1,48,86857,0,0,96,899,102,838,133,102,40,2074,2034,1,5,6,10,2,0,3,11,2814
Together,PhD,0,50,82072,0,0,67,889,55,685,168,92,129,1889,1760,1,3,2,13,1,0,3,11,2521
Single,PhD,0,67,46231,2,1,87,189,2,55,0,5,12,251,239,4,6,1,4,9,0,3,11,2739
Married,Graduation,0,61,42243,1,1,34,48,0,2,0,0,5,50,45,2,2,0,3,7,0,3,11,2359
Together,Graduation,0,58,51195,1,1,46,230,14,156,82,24,58,506,448,8,9,2,5,8,0,3,11,2613
Single,Master,0,42,68092,0,0,7,852,60,207,78,36,48,1233,1185,2,2,6,10,5,0,3,11,2354
Married,Graduation,1,47,31814,1,0,73,35,3,20,4,1,20,63,43,2,2,0,3,9,0,3,11,2664
Widow,Master,0,55,51390,1,1,54,205,20,47,23,2,56,297,241,6,5,2,5,5,0,3,11,2818
Married,Graduation,0,37,76630,0,0,93,255,31,446,40,56,175,828,653,1,3,10,11,1,0,3,11,2325
Single,Basic,0,29,26868,1,0,52,0,0,1,8,3,2,12,10,1,1,0,2,7,0,3,11,2219
Divorced,PhD,1,77,48948,0,0,53,437,8,206,160,49,42,860,818,2,7,10,5,6,0,3,11,2672
Single,PhD,0,48,55260,0,1,81,825,8,53,11,0,242,897,655,2,8,10,5,6,0,3,11,2723
Together,Graduation,1,64,64090,0,1,8,316,58,161,76,51,135,662,527,1,6,9,4,5,0,3,11,2485
Divorced,Graduation,0,62,78331,0,1,97,756,138,354,160,169,61,1577,1516,2,10,6,7,4,0,3,11,2316
Married,PhD,0,46,37087,1,0,50,194,55,134,15,0,3,398,395,3,4,2,8,6,0,3,11,2481
Divorced,Graduation,0,34,21846,1,0,38,7,17,18,6,10,26,58,32,4,4,0,3,8,0,3,11,2409
Married,Graduation,0,62,81320,0,0,61,183,33,493,59,103,57,871,814,1,4,3,10,2,0,3,11,2667
Divorced,Graduation,0,50,54137,0,1,46,171,0,11,0,1,20,183,163,2,4,1,4,6,0,3,11,2476
Together,Graduation,0,53,66825,0,0,73,243,101,405,29,40,40,818,778,1,4,5,6,2,0,3,11,2509
Together,Graduation,0,47,57100,0,0,19,181,21,69,39,3,96,313,217,1,3,3,6,3,0,3,11,2366
Together,Graduation,0,51,58917,1,2,10,151,7,89,0,7,28,254,226,5,4,1,6,5,0,3,11,2621
Single,Graduation,0,43,85072,0,0,94,494,92,391,194,11,241,1182,941,1,3,4,10,0,0,3,11,2240
Single,Graduation,1,59,86429,0,0,10,464,28,873,29,18,37,1412,1375,0,7,4,7,2,0,3,11,2379
Widow,Graduation,0,49,45684,1,0,37,5,1,5,10,0,7,21,14,1,1,0,2,7,0,3,11,2368
Together,Graduation,0,46,47889,1,0,94,29,0,29,0,5,4,63,59,1,2,0,3,5,0,3,11,2335
Married,PhD,0,34,45921,0,0,23,102,9,49,24,3,12,187,175,1,2,1,6,4,0,3,11,2270
Single,PhD,0,54,78420,0,0,75,604,28,674,91,28,28,1425,1397,1,3,10,8,1,0,3,11,2524
Together,Graduation,0,28,75114,0,0,40,571,12,523,63,60,24,1229,1205,1,3,10,5,2,0,3,11,2393
Widow,PhD,1,57,52278,0,1,24,953,0,71,0,0,174,1024,850,6,10,5,10,8,0,3,11,2679
Married,Master,1,48,35641,1,0,11,63,3,67,8,9,28,150,122,2,3,1,4,7,0,3,11,2509
Single,Graduation,1,26,95529,0,0,29,770,29,890,250,27,24,1966,1942,1,7,3,7,3,0,3,11,2732
Married,Graduation,0,66,62820,0,0,51,398,61,265,138,61,53,923,870,1,3,4,6,1,0,3,11,2573
Together,Master,0,60,73113,0,0,86,741,19,154,50,9,28,973,945,1,3,4,7,2,0,3,11,2344
Married,PhD,1,38,84169,0,0,9,1478,19,403,0,19,0,1919,1919,1,7,6,6,3,0,3,11,2485
Single,Post Degree,0,66,42607,0,1,30,156,29,56,30,32,47,303,256,2,3,2,7,3,0,3,11,2383
Single,PhD,1,66,74637,0,0,73,960,64,464,146,0,16,1634,1618,1,6,9,9,3,0,3,11,2566
Together,PhD,1,65,46015,1,1,25,38,0,2,0,0,6,40,34,1,1,0,3,7,0,3,11,2236
Single,Graduation,0,27,72354,0,0,67,315,26,473,220,12,182,1046,864,1,2,10,6,1,0,3,11,2597
Single,Master,1,51,39858,1,0,67,15,20,25,2,7,26,69,43,1,2,0,4,6,0,3,11,2680
Married,PhD,0,72,34469,1,1,58,19,6,20,0,5,12,50,38,3,1,1,4,4,0,3,11,2215
Together,Graduation,1,34,83033,1,0,82,812,99,431,237,149,33,1728,1695,1,11,4,10,5,0,3,11,2201
Together,Master,0,41,24401,0,0,98,73,28,217,10,24,115,352,237,3,6,1,6,8,0,3,11,2826
Married,Graduation,1,42,77583,0,0,93,372,23,384,250,12,108,1041,933,1,4,5,9,2,0,3,11,2298
Single,Post Degree,1,38,74116,0,0,53,871,111,704,145,55,166,1886,1720,1,4,4,10,2,0,3,11,2340
Single,Graduation,0,27,74293,0,0,66,375,152,335,93,91,81,1046,965,1,5,4,6,2,0,3,11,2215
Married,PhD,0,44,68397,0,1,6,760,80,466,17,13,80,1336,1256,1,6,9,5,3,0,3,11,2383
Together,PhD,0,46,79632,0,0,42,471,0,510,99,21,12,1101,1089,1,6,4,9,2,0,3,11,2241
Single,Graduation,0,31,46107,1,0,78,31,9,27,16,9,33,92,59,1,1,1,4,3,0,3,11,2298
Single,PhD,1,69,64950,0,1,29,819,0,72,12,0,63,903,840,2,11,2,10,7,0,3,11,2845
Married,Basic,0,31,25443,1,0,82,1,4,3,8,9,7,25,18,1,1,0,3,8,0,3,11,2713
Single,Graduation,0,68,75127,0,0,92,203,35,305,46,17,227,606,379,1,2,11,5,1,0,3,11,2197
Together,PhD,0,49,32892,1,0,78,26,0,15,2,1,2,44,42,2,3,0,3,8,0,3,11,2194
Together,Graduation,0,49,71796,0,0,54,354,21,311,167,75,32,928,896,1,9,3,4,4,0,3,11,2407
Married,PhD,1,50,67536,0,1,45,1253,0,447,23,71,35,1794,1759,3,11,5,11,8,0,3,11,2562
Single,Graduation,0,49,55239,0,1,59,371,17,238,23,24,106,673,567,3,7,5,11,5,0,3,11,2509
Divorced,PhD,0,45,60554,1,0,8,588,7,76,110,15,15,796,781,2,8,4,9,6,0,3,11,2483
Single,Post Degree,0,68,64831,1,1,51,480,86,249,75,86,144,976,832,8,6,3,5,6,0,3,11,2543
Together,PhD,0,58,56067,0,1,51,517,12,54,16,6,120,605,485,2,7,4,7,5,0,3,11,2503
Divorced,Graduation,1,37,82025,0,0,76,267,98,606,48,70,98,1089,991,1,3,2,6,1,0,3,11,2556
Together,Graduation,1,67,94384,0,0,62,1111,24,790,160,45,172,2130,1958,0,5,8,5,2,0,3,11,2641
Single,Basic,0,34,14906,0,0,86,7,7,14,7,16,15,51,36,3,2,1,3,7,0,3,11,2713
Married,PhD,1,33,51563,0,0,60,1166,0,48,0,0,36,1214,1178,1,4,4,10,8,0,3,11,2795
Married,Post Degree,0,38,57937,0,1,56,261,42,144,55,48,133,550,417,3,4,4,9,3,0,3,11,2292
Divorced,Graduation,0,41,68274,1,1,83,135,25,51,23,25,46,259,213,2,4,2,5,3,0,3,11,2431
Together,Graduation,0,43,39771,1,0,92,6,2,18,2,8,14,36,22,1,2,0,3,4,0,3,11,2364
Divorced,Post Degree,0,45,67893,0,1,31,711,28,142,49,18,47,948,901,2,3,2,9,8,0,3,11,2795
Together,PhD,0,41,27922,1,0,80,11,0,13,2,4,11,30,19,1,2,0,3,4,0,3,11,2209
Together,PhD,1,44,52190,1,1,39,42,0,17,0,0,18,59,41,3,2,1,3,5,0,3,11,2211
Divorced,Master,1,47,44051,1,1,20,79,7,58,6,3,18,153,135,4,3,1,4,6,0,3,11,2675
Single,PhD,0,49,42767,2,0,53,20,6,43,19,5,38,93,55,1,3,1,2,8,0,3,11,2573
Together,Master,0,44,46106,1,1,84,30,0,8,2,0,14,40,26,1,1,1,2,6,0,3,11,2208
Married,PhD,0,44,16927,1,1,50,20,2,23,3,1,4,49,45,5,3,0,4,8,0,3,11,2663
Married,Graduation,1,55,59754,0,1,96,115,27,44,4,146,139,336,197,3,5,2,6,5,0,3,11,2734
Single,Graduation,0,68,53700,0,1,94,263,5,233,69,41,83,611,528,4,5,5,8,5,0,3,11,2840
Married,Graduation,0,47,59041,1,1,25,69,2,15,2,2,6,90,84,2,2,0,4,5,0,3,11,2212
Divorced,PhD,0,63,54237,0,1,48,267,3,30,4,0,57,304,247,4,5,2,5,6,0,3,11,2587
Divorced,Graduation,0,53,70647,0,1,65,561,85,171,25,123,114,965,851,2,4,7,13,2,0,3,11,2805
Single,PhD,0,58,52597,0,1,69,492,0,37,7,0,42,536,494,3,6,3,8,5,0,3,11,2212
Together,Master,1,51,41021,1,0,12,14,7,9,6,16,12,52,40,2,2,0,3,6,0,3,11,2705
Married,PhD,0,45,40233,0,1,84,80,4,46,0,17,2,147,145,5,2,1,5,6,0,3,11,2417
Married,Graduation,0,40,50183,1,1,47,97,12,84,13,10,15,216,201,7,3,1,6,5,0,3,11,2163
Together,Graduation,0,61,54753,0,1,87,197,107,227,7,59,131,597,466,3,5,2,11,4,0,3,11,2449
Married,Graduation,1,47,92955,0,0,35,693,21,925,31,24,84,1694,1610,1,6,7,9,2,0,3,11,2473
Married,Graduation,0,47,33471,1,0,47,43,2,27,0,9,12,81,69,3,3,0,4,7,0,3,11,2784
Married,PhD,1,46,34596,1,0,48,14,0,2,0,0,7,16,9,1,1,0,2,8,0,3,11,2601
Together,Graduation,0,40,44010,1,0,46,186,36,234,86,72,48,614,566,6,10,2,6,9,0,3,11,2783
Married,Graduation,0,32,84219,0,0,27,434,137,400,45,137,45,1153,1108,1,3,4,10,1,0,3,11,2306
Together,PhD,0,52,40706,2,1,37,59,0,11,4,2,5,76,71,4,3,0,4,7,0,3,11,2687
Married,Post Degree,0,32,15716,1,0,8,16,5,30,8,7,26,66,40,3,3,0,4,8,1,3,11,2753
Divorced,Post Degree,0,61,59052,0,1,29,230,35,75,63,57,31,460,429,3,7,1,7,5,0,3,11,2383
Together,Master,0,49,80573,0,0,85,829,138,430,60,92,15,1549,1534,1,4,6,13,2,0,3,11,2782
Married,Graduation,0,58,83715,0,0,2,318,8,407,150,35,8,918,910,1,2,8,13,0,0,3,11,2305
Together,Master,1,61,82576,0,0,66,1206,55,445,168,18,18,1892,1874,1,2,4,12,1,0,3,11,2856
Married,Master,0,55,56962,2,1,60,292,3,77,10,3,26,385,359,7,6,3,5,7,0,3,11,2420
Married,Graduation,0,68,35704,1,1,54,30,9,12,2,11,30,64,34,3,2,0,4,4,0,3,11,2336
Together,Graduation,1,66,53103,0,1,70,729,17,133,11,0,195,890,695,5,10,6,7,7,0,3,11,2449
Widow,Post Degree,0,60,46779,1,1,55,12,1,3,0,0,7,16,9,1,0,1,2,4,0,3,11,2511
Divorced,Graduation,0,55,4861,0,0,20,2,1,1,1,0,1,5,4,0,0,0,0,14,0,3,11,2166
Divorced,Master,0,41,33462,1,0,78,22,3,18,0,0,11,43,32,1,2,0,3,7,0,3,11,2485
Divorced,Graduation,0,42,63693,0,1,63,587,43,337,42,87,54,1096,1042,3,11,6,9,6,0,3,11,2417
Married,Graduation,1,70,80763,0,0,17,674,168,108,192,42,231,1184,953,1,5,11,6,3,0,3,11,2477
Married,PhD,0,46,65352,0,1,43,284,3,84,4,7,23,382,359,2,4,2,8,4,0,3,11,2471
Married,PhD,0,42,82170,0,0,13,1023,93,651,49,55,37,1871,1834,1,5,6,7,2,0,3,11,2375
Married,Graduation,1,51,75759,0,0,46,1394,22,708,89,91,182,2304,2122,1,9,7,9,5,0,3,11,2406
Single,Post Degree,0,44,79689,0,0,65,311,26,640,180,37,121,1194,1073,1,4,9,13,2,0,3,11,2572
Widow,PhD,0,64,35340,1,1,1,27,0,12,0,1,5,40,35,2,2,0,3,5,0,3,11,2159
Divorced,Graduation,1,66,85683,0,0,6,1296,17,311,45,69,51,1738,1687,1,2,4,10,1,0,3,11,2259
Married,Post Degree,0,48,24884,1,0,32,3,6,7,0,0,3,16,13,1,0,0,3,7,0,3,11,2736
Together,Master,1,39,42021,1,0,34,393,5,136,7,5,27,546,519,5,10,1,6,9,0,3,11,2826
Single,Graduation,0,31,64449,1,0,70,218,63,282,137,35,70,735,665,4,5,3,12,4,0,3,11,2290
Divorced,Graduation,0,66,64587,1,1,49,66,0,16,0,6,20,88,68,2,1,1,4,3,0,3,11,2166
Single,Graduation,0,25,34824,0,0,65,4,2,11,2,0,4,19,15,1,1,0,2,6,0,3,11,2254
Together,Graduation,1,42,75437,0,0,25,795,0,545,95,58,0,1493,1493,1,8,4,10,6,0,3,11,2391
Together,Graduation,0,63,26091,1,1,84,15,10,19,8,17,20,69,49,3,2,1,3,5,0,3,11,2283
Married,Graduation,1,47,52845,1,0,7,384,25,292,130,41,64,872,808,3,8,8,6,6,0,3,11,2479
Divorced,Graduation,0,64,46086,0,1,34,244,8,32,7,2,50,293,243,4,3,1,8,4,0,3,11,2397
Widow,PhD,1,64,78028,0,1,38,158,19,288,25,0,38,490,452,1,6,4,9,7,0,3,11,2816
Single,PhD,1,33,95169,0,0,1,1285,21,449,106,20,20,1881,1861,1,4,3,4,1,0,3,11,2422
Married,Post Degree,1,39,56337,1,1,25,349,16,144,28,5,182,542,360,5,8,5,4,8,0,3,11,2618
Together,Graduation,0,33,22434,1,0,25,4,12,11,3,13,15,43,28,2,2,0,3,8,0,3,11,2660
Married,PhD,0,66,36930,0,1,50,223,2,31,0,2,39,258,219,5,5,2,4,8,0,3,11,2567
Single,Graduation,1,66,36130,0,1,46,157,43,127,68,56,37,451,414,6,3,8,4,4,0,3,11,2671
Married,Master,0,67,65569,0,1,96,397,46,288,20,38,70,789,719,2,6,5,10,3,0,3,11,2760
Together,Graduation,1,68,83844,0,0,57,901,31,345,75,31,191,1383,1192,1,4,4,11,1,0,3,11,2572
Married,Graduation,1,52,19514,1,1,47,14,3,21,2,1,28,41,13,4,3,1,2,8,0,3,11,2313
Single,PhD,0,57,36736,1,1,52,10,0,3,0,0,4,13,9,1,1,0,2,6,0,3,11,2574
Together,Graduation,1,41,77568,0,1,30,1230,0,396,232,178,158,2036,1878,1,10,2,8,5,0,3,11,2832
Together,PhD,0,44,49187,0,1,63,81,1,31,2,1,0,116,116,1,1,1,5,2,0,3,11,2328
Single,Graduation,0,42,30168,1,0,51,154,20,66,0,12,27,252,225,7,6,1,4,9,0,3,11,2638
Together,Master,0,52,34053,0,1,14,63,0,21,7,0,12,91,79,1,3,0,3,8,0,3,11,2816
Married,Master,0,49,38196,1,1,20,30,0,11,0,0,3,41,38,3,2,0,4,5,0,3,11,2231
Married,Master,0,69,59412,0,0,56,90,67,165,30,43,11,395,384,1,4,2,8,3,0,3,11,2230
Married,Post Degree,1,55,70924,0,0,41,635,114,254,132,152,76,1287,1211,1,6,6,7,3,0,3,11,2242
Together,Graduation,0,51,54165,0,0,72,127,4,73,15,6,11,225,214,1,2,1,7,2,0,3,11,2556
Married,Graduation,0,47,32300,1,0,1,13,3,6,6,5,6,33,27,1,1,0,3,8,0,3,11,2701
Single,Graduation,0,44,20180,0,0,27,18,42,24,15,20,18,119,101,1,2,1,4,7,0,3,11,2653
Married,Graduation,0,47,34961,1,0,77,45,2,26,4,1,1,78,77,3,3,1,3,7,0,3,11,2169
Together,PhD,0,46,28440,1,0,87,38,1,24,0,0,0,63,63,1,2,0,3,8,0,3,11,2516
Together,PhD,1,67,64504,1,2,81,986,36,168,16,0,108,1206,1098,7,11,3,4,7,0,3,11,2641
Together,Master,0,54,33564,0,1,51,61,0,3,0,0,7,64,57,1,1,1,3,5,0,3,11,2164
Married,Graduation,0,42,17345,1,0,79,4,9,16,17,0,12,46,34,2,2,1,2,8,0,3,11,2762
Married,PhD,0,53,56320,0,1,11,201,53,172,116,77,83,619,536,3,5,4,9,4,0,3,11,2606
Single,Graduation,1,42,28647,1,0,54,19,8,29,0,12,26,68,42,1,2,2,2,7,0,3,11,2471
Single,Basic,0,33,15038,1,0,93,4,8,11,19,12,26,54,28,2,2,1,2,9,0,3,11,2675
Divorced,PhD,0,62,32173,0,1,0,18,0,2,0,0,2,20,18,1,1,0,3,4,0,3,11,2491
Together,Post Degree,0,56,68316,0,1,54,806,80,161,120,11,33,1178,1145,5,10,7,10,6,0,3,11,2761
Together,Graduation,1,49,74538,0,0,21,380,98,733,110,112,28,1433,1405,1,8,8,5,3,0,3,11,2524
Single,Graduation,1,49,91700,0,0,58,576,172,961,125,115,19,1949,1930,1,8,6,5,3,0,3,11,2687
Together,Graduation,0,51,68695,0,0,3,458,81,356,106,50,40,1051,1011,1,4,4,7,2,0,3,11,2163
Married,Post Degree,0,43,31056,1,0,99,5,10,13,3,8,16,39,23,1,1,0,3,8,0,3,11,2682
Married,Graduation,1,47,79593,0,0,70,350,60,568,110,133,145,1221,1076,1,5,6,7,2,0,3,11,2207
Single,Graduation,0,40,28071,0,0,65,39,33,130,41,26,44,269,225,2,5,1,5,8,0,3,11,2828
Together,PhD,0,62,37334,1,1,44,26,1,16,2,2,15,47,32,4,3,0,4,4,0,3,11,2282
Single,Master,0,48,46423,1,1,6,68,0,16,0,0,8,84,76,3,2,0,4,7,0,3,11,2443
Married,PhD,1,49,37126,1,0,9,45,3,9,4,4,7,65,58,1,1,2,2,6,0,3,11,2250
Married,Graduation,0,67,47703,0,1,95,359,0,134,13,26,123,532,409,4,6,3,8,5,0,3,11,2555
Married,Graduation,1,61,61180,0,1,70,403,24,29,6,24,218,486,268,2,5,5,6,3,0,3,11,2226
Married,Graduation,0,66,38998,1,1,92,34,1,14,0,0,5,49,44,3,2,0,3,8,1,3,11,2762
Single,Graduation,0,29,8028,0,0,62,73,18,66,7,12,2,176,174,15,0,1,0,19,0,3,11,2808
Together,Graduation,1,58,76081,0,0,85,292,30,415,63,33,200,833,633,1,4,5,4,2,0,3,11,2196
Together,Graduation,1,34,34728,1,0,2,14,0,16,0,0,6,30,24,1,1,1,2,6,0,3,11,2493
Single,Master,0,55,33168,0,1,0,80,1,37,0,1,3,119,116,3,2,1,4,7,0,3,11,2783
Married,Master,0,54,33585,0,1,91,30,11,33,13,6,29,93,64,1,2,0,4,4,0,3,11,2436
Married,PhD,0,60,77037,0,1,3,463,96,333,168,53,10,1113,1103,1,7,7,12,3,0,3,11,2418
Together,Graduation,1,36,35196,1,0,68,75,12,141,43,39,187,310,123,6,6,1,5,8,0,3,11,2752
Married,Graduation,1,54,44529,0,1,98,538,13,91,17,6,26,665,639,6,6,2,11,5,0,3,11,2518
Married,Post Degree,1,55,70924,0,0,41,635,114,254,132,152,76,1287,1211,1,6,6,7,3,0,3,11,2242
Together,PhD,1,54,28764,1,1,16,8,0,3,0,0,1,11,10,1,1,0,2,8,0,3,11,2183
Married,PhD,0,71,69098,0,0,82,1315,22,780,145,0,178,2262,2084,1,7,8,9,5,0,3,11,2657
Divorced,Post Degree,1,50,25959,1,1,1,4,2,12,7,5,26,30,4,2,1,2,2,6,0,3,11,2659
Married,Master,0,37,27100,1,0,64,12,0,13,2,0,10,27,17,1,1,0,3,7,0,3,11,2609
Single,Graduation,0,35,70596,0,0,68,347,44,534,17,0,26,942,916,1,3,5,12,2,0,3,11,2791
Married,Graduation,0,46,42557,0,1,98,192,5,53,0,5,15,255,240,4,6,1,4,8,0,3,11,2828
Married,PhD,0,69,53312,0,0,32,241,0,12,0,0,25,253,228,1,5,1,5,7,0,3,11,2483
Single,Graduation,0,68,72228,0,0,87,631,28,491,30,14,56,1194,1138,1,6,7,8,3,0,3,11,2738
Together,Graduation,0,33,67605,0,0,84,336,28,282,184,54,54,884,830,1,2,8,6,1,0,3,11,2614
